Código disciplina;Nome disciplina;Qtd de estudantes;Aprovações;Reprovações;Abandonos;Taxa de aprovação;Taxa de reprovação
FCTE0049;Arquitetura de Computadores;53;50;2;1;0.9434;0.0377
FCTE0049;Arquitetura de Computadores;56;32;15;9;0.5714;0.2679
FCTE0049;Arquitetura de Computadores;65;58;4;3;0.8923;0.0615
FCTE0049;Arquitetura de Computadores;20;20;0;0;1.0;0.0
FCTE0049;Arquitetura de Computadores;28;21;4;3;0.75;0.1429
FCTE0049;Arquitetura de Computadores;20;15;5;0;0.75;0.25
FCTE0049;Arquitetura de Computadores;48;40;5;3;0.8333;0.1042
FCTE0049;Arquitetura de Computadores;69;56;6;7;0.8116;0.087
FCTE0049;Arquitetura de Computadores;78;68;4;6;0.8718;0.0513
FCTE0049;Arquitetura de Computadores;74;64;3;7;0.8649;0.0405
FCTE0049;Arquitetura de Computadores;81;57;21;3;0.7037;0.2593
FCTE0049;Arquitetura de Computadores;61;44;10;7;0.7213;0.1639
FCTE0049;Arquitetura de Computadores;49;46;1;2;0.9388;0.0204
FCTE0049;Arquitetura de Computadores;42;38;3;1;0.9048;0.0714
FCTE0049;Arquitetura de Computadores;56;44;5;7;0.7857;0.0893
FCTE0049;Arquitetura de Computadores;78;67;5;6;0.859;0.0641
FCTE0049;Arquitetura de Computadores;63;51;4;8;0.8095;0.0635
FCTE0049;Arquitetura de Computadores;36;30;1;5;0.8333;0.0278
FCTE0049;Arquitetura de Computadores;69;53;12;4;0.7681;0.1739
FCTE0050;Dispositivos Semicondutores;28;16;10;2;0.5714;0.3571
FCTE0050;Dispositivos Semicondutores;60;52;3;5;0.8667;0.05
FCTE0050;Dispositivos Semicondutores;46;44;1;1;0.9565;0.0217
FCTE0050;Dispositivos Semicondutores;72;52;19;1;0.7222;0.2639
FCTE0050;Dispositivos Semicondutores;58;50;6;2;0.8621;0.1034
FCTE0050;Dispositivos Semicondutores;45;39;5;1;0.8667;0.1111
FCTE0050;Dispositivos Semicondutores;52;39;11;2;0.75;0.2115
FCTE0050;Dispositivos Semicondutores;81;67;9;5;0.8272;0.1111
FCTE0050;Dispositivos Semicondutores;34;34;0;0;1.0;0.0
FCTE0050;Dispositivos Semicondutores;52;44;6;2;0.8462;0.1154
FCTE0050;Dispositivos Semicondutores;51;40;9;2;0.7843;0.1765
FCTE0050;Dispositivos Semicondutores;55;46;8;1;0.8364;0.1455
FCTE0050;Dispositivos Semicondutores;41;35;3;3;0.8537;0.0732
FCTE0050;Dispositivos Semicondutores;75;55;15;5;0.7333;0.2
FCTE0050;Dispositivos Semicondutores;28;22;5;1;0.7857;0.1786
FCTE0050;Dispositivos Semicondutores;48;40;8;0;0.8333;0.1667
FCTE0050;Dispositivos Semicondutores;36;30;6;0;0.8333;0.1667
FCTE0050;Dispositivos Semicondutores;72;64;7;1;0.8889;0.0972
FCTE0050;Dispositivos Semicondutores;26;23;2;1;0.8846;0.0769
FCTE0050;Dispositivos Semicondutores;19;15;4;0;0.7895;0.2105
FCTE0050;Dispositivos Semicondutores;38;31;5;2;0.8158;0.1316
FCTE0050;Dispositivos Semicondutores;66;53;11;2;0.803;0.1667
FCTE0050;Dispositivos Semicondutores;31;26;5;0;0.8387;0.1613
FCTE0050;Dispositivos Semicondutores;39;32;7;0;0.8205;0.1795
FCTE0051;Compatibilidade Eletromagnética;40;26;13;1;0.65;0.325
FCTE0051;Compatibilidade Eletromagnética;49;31;15;3;0.6327;0.3061
FCTE0051;Compatibilidade Eletromagnética;19;14;4;1;0.7368;0.2105
FCTE0051;Compatibilidade Eletromagnética;25;20;4;1;0.8;0.16
FCTE0051;Compatibilidade Eletromagnética;55;43;7;5;0.7818;0.1273
FCTE0051;Compatibilidade Eletromagnética;78;63;13;2;0.8077;0.1667
FCTE0051;Compatibilidade Eletromagnética;42;27;13;2;0.6429;0.3095
FCTE0051;Compatibilidade Eletromagnética;40;34;5;1;0.85;0.125
FCTE0051;Compatibilidade Eletromagnética;32;22;7;3;0.6875;0.2188
FCTE0051;Compatibilidade Eletromagnética;74;58;15;1;0.7838;0.2027
FCTE0051;Compatibilidade Eletromagnética;66;52;9;5;0.7879;0.1364
FCTE0051;Compatibilidade Eletromagnética;66;52;10;4;0.7879;0.1515
FCTE0051;Compatibilidade Eletromagnética;80;67;12;1;0.8375;0.15
FCTE0051;Compatibilidade Eletromagnética;80;65;13;2;0.8125;0.1625
FCTE0051;Compatibilidade Eletromagnética;59;38;18;3;0.6441;0.3051
FCTE0051;Compatibilidade Eletromagnética;36;27;6;3;0.75;0.1667
FCTE0051;Compatibilidade Eletromagnética;22;15;6;1;0.6818;0.2727
FCTE0051;Compatibilidade Eletromagnética;37;27;6;4;0.7297;0.1622
FCTE0051;Compatibilidade Eletromagnética;26;23;3;0;0.8846;0.1154
FCTE0051;Compatibilidade Eletromagnética;65;44;17;4;0.6769;0.2615
FCTE0051;Compatibilidade Eletromagnética;66;52;12;2;0.7879;0.1818
FCTE0051;Compatibilidade Eletromagnética;30;22;8;0;0.7333;0.2667
FCTE0051;Compatibilidade Eletromagnética;45;39;4;2;0.8667;0.0889
FCTE0051;Compatibilidade Eletromagnética;29;24;4;1;0.8276;0.1379
FCTE0052;Redes de Sensores;36;26;8;2;0.7222;0.2222
FCTE0052;Redes de Sensores;45;33;10;2;0.7333;0.2222
FCTE0052;Redes de Sensores;62;48;13;1;0.7742;0.2097
FCTE0052;Redes de Sensores;29;20;8;1;0.6897;0.2759
FCTE0052;Redes de Sensores;18;14;4;0;0.7778;0.2222
FCTE0052;Redes de Sensores;76;58;16;2;0.7632;0.2105
FCTE0052;Redes de Sensores;65;42;21;2;0.6462;0.3231
FCTE0052;Redes de Sensores;54;43;10;1;0.7963;0.1852
FCTE0052;Redes de Sensores;59;41;15;3;0.6949;0.2542
FCTE0052;Redes de Sensores;51;42;6;3;0.8235;0.1176
FCTE0052;Redes de Sensores;20;16;2;2;0.8;0.1
FCTE0052;Redes de Sensores;65;48;13;4;0.7385;0.2
FCTE0052;Redes de Sensores;20;15;5;0;0.75;0.25
FCTE0052;Redes de Sensores;78;60;17;1;0.7692;0.2179
FCTE0052;Redes de Sensores;21;18;3;0;0.8571;0.1429
FCTE0052;Redes de Sensores;45;35;7;3;0.7778;0.1556
FCTE0052;Redes de Sensores;50;32;14;4;0.64;0.28
FCTE0052;Redes de Sensores;30;23;7;0;0.7667;0.2333
FCTE0052;Redes de Sensores;34;18;16;0;0.5294;0.4706
FCTE0052;Redes de Sensores;64;48;15;1;0.75;0.2344
FCTE0052;Redes de Sensores;27;23;3;1;0.8519;0.1111
FCTE0052;Redes de Sensores;65;44;16;5;0.6769;0.2462
FCTE0052;Redes de Sensores;35;29;3;3;0.8286;0.0857
FCTE0052;Redes de Sensores;42;31;10;1;0.7381;0.2381
FCTE0053;Robótica Eletrônica;52;38;11;3;0.7308;0.2115
FCTE0053;Robótica Eletrônica;41;29;12;0;0.7073;0.2927
FCTE0053;Robótica Eletrônica;31;26;5;0;0.8387;0.1613
FCTE0053;Robótica Eletrônica;19;16;2;1;0.8421;0.1053
FCTE0053;Robótica Eletrônica;78;60;17;1;0.7692;0.2179
FCTE0053;Robótica Eletrônica;72;51;16;5;0.7083;0.2222
FCTE0053;Robótica Eletrônica;79;59;14;6;0.7468;0.1772
FCTE0053;Robótica Eletrônica;55;30;22;3;0.5455;0.4
FCTE0053;Robótica Eletrônica;57;36;17;4;0.6316;0.2982
FCTE0053;Robótica Eletrônica;79;58;18;3;0.7342;0.2278
FCTE0053;Robótica Eletrônica;70;56;8;6;0.8;0.1143
FCTE0053;Robótica Eletrônica;60;37;15;8;0.6167;0.25
FCTE0053;Robótica Eletrônica;27;19;6;2;0.7037;0.2222
FCTE0053;Robótica Eletrônica;32;23;8;1;0.7188;0.25
FCTE0053;Robótica Eletrônica;64;48;12;4;0.75;0.1875
FCTE0053;Robótica Eletrônica;54;48;5;1;0.8889;0.0926
FCTE0053;Robótica Eletrônica;36;21;12;3;0.5833;0.3333
FCTE0053;Robótica Eletrônica;64;43;17;4;0.6719;0.2656
FCTE0053;Robótica Eletrônica;73;44;24;5;0.6027;0.3288
FCTE0053;Robótica Eletrônica;73;46;24;3;0.6301;0.3288
FCTE0053;Robótica Eletrônica;67;43;20;4;0.6418;0.2985
FCTE0053;Robótica Eletrônica;18;13;5;0;0.7222;0.2778
FCTE0053;Robótica Eletrônica;65;52;8;5;0.8;0.1231
FCTE0053;Robótica Eletrônica;39;33;6;0;0.8462;0.1538
FCTE0054;Projeto de Circuitos Integrados;73;42;24;7;0.5753;0.3288
FCTE0054;Projeto de Circuitos Integrados;47;27;17;3;0.5745;0.3617
FCTE0054;Projeto de Circuitos Integrados;54;33;14;7;0.6111;0.2593
FCTE0054;Projeto de Circuitos Integrados;37;29;4;4;0.7838;0.1081
FCTE0054;Projeto de Circuitos Integrados;35;20;11;4;0.5714;0.3143
FCTE0054;Projeto de Circuitos Integrados;81;49;23;9;0.6049;0.284
FCTE0054;Projeto de Circuitos Integrados;20;11;8;1;0.55;0.4
FCTE0054;Projeto de Circuitos Integrados;51;32;14;5;0.6275;0.2745
FCTE0054;Projeto de Circuitos Integrados;32;19;11;2;0.5938;0.3438
FCTE0054;Projeto de Circuitos Integrados;63;40;18;5;0.6349;0.2857
FCTE0054;Projeto de Circuitos Integrados;59;34;25;0;0.5763;0.4237
FCTE0054;Projeto de Circuitos Integrados;70;43;21;6;0.6143;0.3
FCTE0054;Projeto de Circuitos Integrados;42;25;15;2;0.5952;0.3571
FCTE0054;Projeto de Circuitos Integrados;30;25;3;2;0.8333;0.1
FCTE0054;Projeto de Circuitos Integrados;36;27;7;2;0.75;0.1944
FCTE0054;Projeto de Circuitos Integrados;56;31;21;4;0.5536;0.375
FCTE0054;Projeto de Circuitos Integrados;80;45;26;9;0.5625;0.325
FCTE0054;Projeto de Circuitos Integrados;34;26;7;1;0.7647;0.2059
FCTE0054;Projeto de Circuitos Integrados;46;33;11;2;0.7174;0.2391
FCTE0054;Projeto de Circuitos Integrados;46;36;9;1;0.7826;0.1957
FCTE0054;Projeto de Circuitos Integrados;68;31;33;4;0.4559;0.4853
FCTE0054;Projeto de Circuitos Integrados;21;10;8;3;0.4762;0.381
FCTE0054;Projeto de Circuitos Integrados;74;44;26;4;0.5946;0.3514
FCTE0054;Projeto de Circuitos Integrados;21;10;10;1;0.4762;0.4762
FCTE0055;Sistemas de Radiofrequência;61;37;24;0;0.6066;0.3934
FCTE0055;Sistemas de Radiofrequência;59;36;23;0;0.6102;0.3898
FCTE0055;Sistemas de Radiofrequência;52;36;14;2;0.6923;0.2692
FCTE0055;Sistemas de Radiofrequência;34;22;11;1;0.6471;0.3235
FCTE0055;Sistemas de Radiofrequência;56;38;17;1;0.6786;0.3036
FCTE0055;Sistemas de Radiofrequência;28;18;7;3;0.6429;0.25
FCTE0055;Sistemas de Radiofrequência;60;46;12;2;0.7667;0.2
FCTE0055;Sistemas de Radiofrequência;45;28;16;1;0.6222;0.3556
FCTE0055;Sistemas de Radiofrequência;81;49;29;3;0.6049;0.358
FCTE0055;Sistemas de Radiofrequência;47;32;15;0;0.6809;0.3191
FCTE0055;Sistemas de Radiofrequência;22;18;4;0;0.8182;0.1818
FCTE0055;Sistemas de Radiofrequência;41;25;14;2;0.6098;0.3415
FCTE0055;Sistemas de Radiofrequência;74;46;25;3;0.6216;0.3378
FCTE0055;Sistemas de Radiofrequência;66;38;27;1;0.5758;0.4091
FCTE0055;Sistemas de Radiofrequência;31;19;12;0;0.6129;0.3871
FCTE0055;Sistemas de Radiofrequência;24;16;7;1;0.6667;0.2917
FCTE0055;Sistemas de Radiofrequência;66;41;21;4;0.6212;0.3182
FCTE0055;Sistemas de Radiofrequência;54;34;18;2;0.6296;0.3333
FCTE0055;Sistemas de Radiofrequência;37;21;14;2;0.5676;0.3784
FCTE0055;Sistemas de Radiofrequência;62;42;17;3;0.6774;0.2742
FCTE0055;Sistemas de Radiofrequência;41;26;15;0;0.6341;0.3659
FCTE0055;Sistemas de Radiofrequência;59;36;23;0;0.6102;0.3898
FCTE0055;Sistemas de Radiofrequência;63;47;15;1;0.746;0.2381
FCTE0055;Sistemas de Radiofrequência;31;20;11;0;0.6452;0.3548
FCTE0056;Algoritmos e Programação;48;40;8;0;0.8333;0.1667
FCTE0056;Algoritmos e Programação;34;28;5;1;0.8235;0.1471
FCTE0056;Algoritmos e Programação;51;44;5;2;0.8627;0.098
FCTE0056;Algoritmos e Programação;78;62;13;3;0.7949;0.1667
FCTE0056;Algoritmos e Programação;30;28;1;1;0.9333;0.0333
FCTE0056;Algoritmos e Programação;75;57;14;4;0.76;0.1867
FCTE0056;Algoritmos e Programação;53;40;12;1;0.7547;0.2264
FCTE0056;Algoritmos e Programação;74;63;9;2;0.8514;0.1216
FCTE0056;Algoritmos e Programação;79;62;17;0;0.7848;0.2152
FCTE0056;Algoritmos e Programação;62;47;11;4;0.7581;0.1774
FCTE0056;Algoritmos e Programação;65;53;10;2;0.8154;0.1538
FCTE0056;Algoritmos e Programação;77;66;10;1;0.8571;0.1299
FCTE0056;Algoritmos e Programação;63;46;13;4;0.7302;0.2063
FCTE0056;Algoritmos e Programação;45;37;7;1;0.8222;0.1556
FCTE0056;Algoritmos e Programação;57;47;9;1;0.8246;0.1579
FCTE0056;Algoritmos e Programação;27;24;3;0;0.8889;0.1111
FCTE0056;Algoritmos e Programação;24;23;0;1;0.9583;0.0
FCTE0056;Algoritmos e Programação;42;40;2;0;0.9524;0.0476
FCTE0056;Algoritmos e Programação;80;74;4;2;0.925;0.05
FCTE0056;Algoritmos e Programação;72;65;3;4;0.9028;0.0417
FCTE0056;Algoritmos e Programação;47;39;6;2;0.8298;0.1277
FCTE0056;Algoritmos e Programação;40;32;6;2;0.8;0.15
FCTE0056;Algoritmos e Programação;42;40;1;1;0.9524;0.0238
FCTE0056;Algoritmos e Programação;62;52;3;7;0.8387;0.0484
FCTE0057;Estruturas de Dados;78;69;7;2;0.8846;0.0897
FCTE0057;Estruturas de Dados;37;29;4;4;0.7838;0.1081
FCTE0057;Estruturas de Dados;75;59;12;4;0.7867;0.16
FCTE0057;Estruturas de Dados;82;72;8;2;0.878;0.0976
FCTE0057;Estruturas de Dados;73;54;17;2;0.7397;0.2329
FCTE0057;Estruturas de Dados;21;14;6;1;0.6667;0.2857
FCTE0057;Estruturas de Dados;40;36;3;1;0.9;0.075
FCTE0057;Estruturas de Dados;48;40;4;4;0.8333;0.0833
FCTE0057;Estruturas de Dados;29;19;10;0;0.6552;0.3448
FCTE0057;Estruturas de Dados;23;18;4;1;0.7826;0.1739
FCTE0057;Estruturas de Dados;53;42;7;4;0.7925;0.1321
FCTE0057;Estruturas de Dados;45;42;2;1;0.9333;0.0444
FCTE0057;Estruturas de Dados;65;51;13;1;0.7846;0.2
FCTE0057;Estruturas de Dados;74;55;17;2;0.7432;0.2297
FCTE0057;Estruturas de Dados;30;24;5;1;0.8;0.1667
FCTE0057;Estruturas de Dados;67;53;11;3;0.791;0.1642
FCTE0057;Estruturas de Dados;73;59;10;4;0.8082;0.137
FCTE0057;Estruturas de Dados;82;73;3;6;0.8902;0.0366
FCTE0057;Estruturas de Dados;79;57;16;6;0.7215;0.2025
FCTE0057;Estruturas de Dados;67;57;7;3;0.8507;0.1045
FCTE0057;Estruturas de Dados;37;28;3;6;0.7568;0.0811
FCTE0057;Estruturas de Dados;62;46;13;3;0.7419;0.2097
FCTE0057;Estruturas de Dados;66;57;8;1;0.8636;0.1212
FCTE0057;Estruturas de Dados;49;38;6;5;0.7755;0.1224
FCTE0058;Orientação a Objetos;42;33;7;2;0.7857;0.1667
FCTE0058;Orientação a Objetos;32;28;3;1;0.875;0.0938
FCTE0058;Orientação a Objetos;44;34;8;2;0.7727;0.1818
FCTE0058;Orientação a Objetos;57;42;14;1;0.7368;0.2456
FCTE0058;Orientação a Objetos;51;37;10;4;0.7255;0.1961
FCTE0058;Orientação a Objetos;71;40;25;6;0.5634;0.3521
FCTE0058;Orientação a Objetos;46;34;11;1;0.7391;0.2391
FCTE0058;Orientação a Objetos;22;18;3;1;0.8182;0.1364
FCTE0058;Orientação a Objetos;51;39;9;3;0.7647;0.1765
FCTE0058;Orientação a Objetos;23;17;5;1;0.7391;0.2174
FCTE0058;Orientação a Objetos;56;46;7;3;0.8214;0.125
FCTE0058;Orientação a Objetos;49;28;13;8;0.5714;0.2653
FCTE0058;Orientação a Objetos;27;24;3;0;0.8889;0.1111
FCTE0058;Orientação a Objetos;20;17;3;0;0.85;0.15
FCTE0058;Orientação a Objetos;71;59;6;6;0.831;0.0845
FCTE0058;Orientação a Objetos;42;24;15;3;0.5714;0.3571
FCTE0058;Orientação a Objetos;61;43;13;5;0.7049;0.2131
FCTE0058;Orientação a Objetos;69;55;6;8;0.7971;0.087
FCTE0058;Orientação a Objetos;63;45;17;1;0.7143;0.2698
FCTE0058;Orientação a Objetos;55;42;10;3;0.7636;0.1818
FCTE0058;Orientação a Objetos;51;41;7;3;0.8039;0.1373
FCTE0058;Orientação a Objetos;31;19;9;3;0.6129;0.2903
FCTE0058;Orientação a Objetos;67;59;6;2;0.8806;0.0896
FCTE0058;Orientação a Objetos;28;19;7;2;0.6786;0.25
FCTE0059;Bancos de Dados;49;37;9;3;0.7551;0.1837
FCTE0059;Bancos de Dados;20;12;6;2;0.6;0.3
FCTE0059;Bancos de Dados;31;26;5;0;0.8387;0.1613
FCTE0059;Bancos de Dados;32;19;11;2;0.5938;0.3438
FCTE0059;Bancos de Dados;69;52;11;6;0.7536;0.1594
FCTE0059;Bancos de Dados;47;34;11;2;0.7234;0.234
FCTE0059;Bancos de Dados;80;50;25;5;0.625;0.3125
FCTE0059;Bancos de Dados;71;45;23;3;0.6338;0.3239
FCTE0059;Bancos de Dados;60;46;10;4;0.7667;0.1667
FCTE0059;Bancos de Dados;39;23;12;4;0.5897;0.3077
FCTE0059;Bancos de Dados;31;25;4;2;0.8065;0.129
FCTE0059;Bancos de Dados;46;37;5;4;0.8043;0.1087
FCTE0059;Bancos de Dados;66;39;20;7;0.5909;0.303
FCTE0059;Bancos de Dados;45;30;14;1;0.6667;0.3111
FCTE0059;Bancos de Dados;44;27;12;5;0.6136;0.2727
FCTE0059;Bancos de Dados;18;17;1;0;0.9444;0.0556
FCTE0059;Bancos de Dados;78;63;11;4;0.8077;0.141
FCTE0059;Bancos de Dados;35;24;9;2;0.6857;0.2571
FCTE0059;Bancos de Dados;33;23;8;2;0.697;0.2424
FCTE0059;Bancos de Dados;39;31;5;3;0.7949;0.1282
FCTE0059;Bancos de Dados;29;23;2;4;0.7931;0.069
FCTE0059;Bancos de Dados;75;49;20;6;0.6533;0.2667
FCTE0059;Bancos de Dados;43;29;12;2;0.6744;0.2791
FCTE0059;Bancos de Dados;43;32;8;3;0.7442;0.186
FCTE0060;Arquitetura e Desenho de Software;54;43;9;2;0.7963;0.1667
FCTE0060;Arquitetura e Desenho de Software;59;43;15;1;0.7288;0.2542
FCTE0060;Arquitetura e Desenho de Software;69;42;27;0;0.6087;0.3913
FCTE0060;Arquitetura e Desenho de Software;36;24;11;1;0.6667;0.3056
FCTE0060;Arquitetura e Desenho de Software;43;28;14;1;0.6512;0.3256
FCTE0060;Arquitetura e Desenho de Software;53;31;20;2;0.5849;0.3774
FCTE0060;Arquitetura e Desenho de Software;34;26;6;2;0.7647;0.1765
FCTE0060;Arquitetura e Desenho de Software;52;40;12;0;0.7692;0.2308
FCTE0060;Arquitetura e Desenho de Software;82;60;19;3;0.7317;0.2317
FCTE0060;Arquitetura e Desenho de Software;63;46;16;1;0.7302;0.254
FCTE0060;Arquitetura e Desenho de Software;25;17;8;0;0.68;0.32
FCTE0060;Arquitetura e Desenho de Software;19;16;3;0;0.8421;0.1579
FCTE0060;Arquitetura e Desenho de Software;24;19;5;0;0.7917;0.2083
FCTE0060;Arquitetura e Desenho de Software;57;43;13;1;0.7544;0.2281
FCTE0060;Arquitetura e Desenho de Software;75;50;24;1;0.6667;0.32
FCTE0060;Arquitetura e Desenho de Software;26;17;9;0;0.6538;0.3462
FCTE0060;Arquitetura e Desenho de Software;46;29;17;0;0.6304;0.3696
FCTE0060;Arquitetura e Desenho de Software;77;55;20;2;0.7143;0.2597
FCTE0060;Arquitetura e Desenho de Software;34;27;6;1;0.7941;0.1765
FCTE0060;Arquitetura e Desenho de Software;44;29;15;0;0.6591;0.3409
FCTE0060;Arquitetura e Desenho de Software;79;61;15;3;0.7722;0.1899
FCTE0060;Arquitetura e Desenho de Software;57;43;11;3;0.7544;0.193
FCTE0060;Arquitetura e Desenho de Software;61;40;21;0;0.6557;0.3443
FCTE0060;Arquitetura e Desenho de Software;21;16;4;1;0.7619;0.1905
FCTE0061;Requisitos de Software;37;23;13;1;0.6216;0.3514
FCTE0061;Requisitos de Software;54;39;14;1;0.7222;0.2593
FCTE0061;Requisitos de Software;82;52;28;2;0.6341;0.3415
FCTE0061;Requisitos de Software;65;42;20;3;0.6462;0.3077
FCTE0061;Requisitos de Software;41;27;13;1;0.6585;0.3171
FCTE0061;Requisitos de Software;37;21;14;2;0.5676;0.3784
FCTE0061;Requisitos de Software;37;29;7;1;0.7838;0.1892
FCTE0061;Requisitos de Software;32;20;11;1;0.625;0.3438
FCTE0061;Requisitos de Software;73;55;18;0;0.7534;0.2466
FCTE0061;Requisitos de Software;61;39;18;4;0.6393;0.2951
FCTE0061;Requisitos de Software;45;35;9;1;0.7778;0.2
FCTE0061;Requisitos de Software;60;43;16;1;0.7167;0.2667
FCTE0061;Requisitos de Software;63;43;15;5;0.6825;0.2381
FCTE0061;Requisitos de Software;36;23;12;1;0.6389;0.3333
FCTE0061;Requisitos de Software;62;46;14;2;0.7419;0.2258
FCTE0061;Requisitos de Software;77;46;28;3;0.5974;0.3636
FCTE0061;Requisitos de Software;32;24;8;0;0.75;0.25
FCTE0061;Requisitos de Software;66;37;23;6;0.5606;0.3485
FCTE0061;Requisitos de Software;50;35;14;1;0.7;0.28
FCTE0061;Requisitos de Software;42;23;15;4;0.5476;0.3571
FCTE0061;Requisitos de Software;26;19;6;1;0.7308;0.2308
FCTE0061;Requisitos de Software;41;32;8;1;0.7805;0.1951
FCTE0061;Requisitos de Software;53;42;8;3;0.7925;0.1509
FCTE0061;Requisitos de Software;53;38;14;1;0.717;0.2642
FCTE0062;Testes de Software;38;26;10;2;0.6842;0.2632
FCTE0062;Testes de Software;81;49;26;6;0.6049;0.321
FCTE0062;Testes de Software;62;32;26;4;0.5161;0.4194
FCTE0062;Testes de Software;59;33;25;1;0.5593;0.4237
FCTE0062;Testes de Software;35;25;7;3;0.7143;0.2
FCTE0062;Testes de Software;24;11;10;3;0.4583;0.4167
FCTE0062;Testes de Software;56;35;17;4;0.625;0.3036
FCTE0062;Testes de Software;39;25;12;2;0.641;0.3077
FCTE0062;Testes de Software;52;27;21;4;0.5192;0.4038
FCTE0062;Testes de Software;26;14;10;2;0.5385;0.3846
FCTE0062;Testes de Software;33;18;15;0;0.5455;0.4545
FCTE0062;Testes de Software;69;48;17;4;0.6957;0.2464
FCTE0062;Testes de Software;30;17;13;0;0.5667;0.4333
FCTE0062;Testes de Software;39;26;10;3;0.6667;0.2564
FCTE0062;Testes de Software;60;41;18;1;0.6833;0.3
FCTE0062;Testes de Software;18;8;8;2;0.4444;0.4444
FCTE0062;Testes de Software;67;42;23;2;0.6269;0.3433
FCTE0062;Testes de Software;54;35;15;4;0.6481;0.2778
FCTE0062;Testes de Software;26;19;6;1;0.7308;0.2308
FCTE0062;Testes de Software;59;41;16;2;0.6949;0.2712
FCTE0062;Testes de Software;41;31;10;0;0.7561;0.2439
FCTE0062;Testes de Software;75;39;32;4;0.52;0.4267
FCTE0062;Testes de Software;31;20;10;1;0.6452;0.3226
FCTE0062;Testes de Software;28;16;11;1;0.5714;0.3929
FCTE0063;Qualidade de Software;65;61;1;3;0.9385;0.0154
FCTE0063;Qualidade de Software;49;43;5;1;0.8776;0.102
FCTE0063;Qualidade de Software;71;52;12;7;0.7324;0.169
FCTE0063;Qualidade de Software;55;47;6;2;0.8545;0.1091
FCTE0063;Qualidade de Software;81;68;7;6;0.8395;0.0864
FCTE0063;Qualidade de Software;21;18;3;0;0.8571;0.1429
FCTE0063;Qualidade de Software;74;60;9;5;0.8108;0.1216
FCTE0063;Qualidade de Software;71;54;13;4;0.7606;0.1831
FCTE0063;Qualidade de Software;25;20;3;2;0.8;0.12
FCTE0063;Qualidade de Software;77;70;6;1;0.9091;0.0779
FCTE0063;Qualidade de Software;32;28;2;2;0.875;0.0625
FCTE0063;Qualidade de Software;68;57;10;1;0.8382;0.1471
FCTE0063;Qualidade de Software;33;29;4;0;0.8788;0.1212
FCTE0063;Qualidade de Software;32;29;2;1;0.9062;0.0625
FCTE0063;Qualidade de Software;28;22;2;4;0.7857;0.0714
FCTE0063;Qualidade de Software;67;55;5;7;0.8209;0.0746
FCTE0063;Qualidade de Software;66;53;10;3;0.803;0.1515
FCTE0063;Qualidade de Software;44;39;2;3;0.8864;0.0455
FCTE0063;Qualidade de Software;27;24;3;0;0.8889;0.1111
FCTE0063;Qualidade de Software;80;71;3;6;0.8875;0.0375
FCTE0063;Qualidade de Software;64;54;4;6;0.8438;0.0625
FCTE0063;Qualidade de Software;18;17;1;0;0.9444;0.0556
FCTE0063;Qualidade de Software;61;56;2;3;0.918;0.0328
FCTE0063;Qualidade de Software;38;28;5;5;0.7368;0.1316
FCTE0064;Sistemas Operacionais;49;35;5;9;0.7143;0.102
FCTE0064;Sistemas Operacionais;31;20;8;3;0.6452;0.2581
FCTE0064;Sistemas Operacionais;54;37;6;11;0.6852;0.1111
FCTE0064;Sistemas Operacionais;77;62;13;2;0.8052;0.1688
FCTE0064;Sistemas Operacionais;22;17;4;1;0.7727;0.1818
FCTE0064;Sistemas Operacionais;23;15;5;3;0.6522;0.2174
FCTE0064;Sistemas Operacionais;80;64;11;5;0.8;0.1375
FCTE0064;Sistemas Operacionais;63;52;10;1;0.8254;0.1587
FCTE0064;Sistemas Operacionais;41;31;9;1;0.7561;0.2195
FCTE0064;Sistemas Operacionais;38;29;5;4;0.7632;0.1316
FCTE0064;Sistemas Operacionais;53;39;10;4;0.7358;0.1887
FCTE0064;Sistemas Operacionais;71;45;23;3;0.6338;0.3239
FCTE0064;Sistemas Operacionais;49;35;9;5;0.7143;0.1837
FCTE0064;Sistemas Operacionais;56;45;8;3;0.8036;0.1429
FCTE0064;Sistemas Operacionais;71;64;5;2;0.9014;0.0704
FCTE0064;Sistemas Operacionais;30;20;5;5;0.6667;0.1667
FCTE0064;Sistemas Operacionais;75;66;3;6;0.88;0.04
FCTE0064;Sistemas Operacionais;19;15;2;2;0.7895;0.1053
FCTE0064;Sistemas Operacionais;68;58;7;3;0.8529;0.1029
FCTE0064;Sistemas Operacionais;48;32;12;4;0.6667;0.25
FCTE0064;Sistemas Operacionais;23;21;2;0;0.913;0.087
FCTE0064;Sistemas Operacionais;58;42;12;4;0.7241;0.2069
FCTE0064;Sistemas Operacionais;74;56;14;4;0.7568;0.1892
FCTE0064;Sistemas Operacionais;62;49;10;3;0.7903;0.1613
FCTE0065;Redes de Computadores;31;15;15;1;0.4839;0.4839
FCTE0065;Redes de Computadores;35;26;8;1;0.7429;0.2286
FCTE0065;Redes de Computadores;51;42;5;4;0.8235;0.098
FCTE0065;Redes de Computadores;68;55;12;1;0.8088;0.1765
FCTE0065;Redes de Computadores;28;19;8;1;0.6786;0.2857
FCTE0065;Redes de Computadores;56;47;8;1;0.8393;0.1429
FCTE0065;Redes de Computadores;55;43;10;2;0.7818;0.1818
FCTE0065;Redes de Computadores;44;41;3;0;0.9318;0.0682
FCTE0065;Redes de Computadores;38;30;7;1;0.7895;0.1842
